"classifier";"measures";"Alberto.Caeiro";"Álvaro.de.Campos";"Fernando.Pessoa";"Ricardo.Reis";"Macro"
"RPART";"accuracy";0,871316580756014;0,707388316151203;0,802985395189003;0,724044243986254;0,776433634020619
"RPART";"precision";0,164628398739652;0,633163628955038;0,416696282951961;0,772160168666915;0,496662119828391
"RPART";"recall";0,437878787878788;0,546062790321565;0,785492223205072;0,490009039956998;0,564860710340605
"RPART";"f1";0,218195659652114;0,580880298772452;0,541191360282168;0,587893418968433;0,482040184418792
"NNET";"accuracy";0,880691580756014;0,787328178694158;0,821563573883161;0,825751718213058;0,828833762886598
"NNET";"precision";0,561515151515152;0,74655216244415;0,636835594609643;0,629850360926619;0,643688317373891
"NNET";"recall";0,574465273288803;0,663353472800761;0,702456826373283;0,678039384930689;0,654578739348384
"NNET";"f1";0,554646142676623;0,69763474590616;0,656932480264081;0,645995844593961;0,638802303360206
"SVM";"accuracy";0,894158075601375;0,806045962199313;0,788445017182131;0,85578823024055;0,836109321305842
"SVM";"precision";0,15799670917318;0,715779376684166;0,743556759919186;0,795217959647627;0,60313770135604
"SVM";"recall";0,7;0,69293063119676;0,616142029939737;0,727222977910318;0,684073909761704
"SVM";"f1";0,252078754578755;0,696585214224758;0,663049396569615;0,739539278949843;0,587813161080743
"RAD.SVM";"accuracy";0,913853092783505;0,827727663230241;0,786232817869416;0,88481529209622;0,853157216494845
"RAD.SVM";"precision";0,359500597441774;0,701157860657861;0,824165546270809;0,742065156497382;0,656722290216956
"RAD.SVM";"recall";0,914880952380952;0,746543985278981;0,585246365575625;0,798368430133304;0,761259933342216
"RAD.SVM";"f1";0,494338138126064;0,720814395878313;0,679987050661852;0,76676579591104;0,665476345144317
"NBAYES";"accuracy";0,536211340206186;0,73127147766323;0,750977233676976;0,657678264604811;0,669034579037801
"NBAYES";"precision";0,680711649461649;0,242363832691648;0,222372900266453;0,411361416361416;0,389202449695292
"NBAYES";"recall";0,169882858593366;0,774790764790765;0,698373015873016;0,362500305250305;0,501386736126863
"NBAYES";"f1";0,270555233501094;0,362201841709141;0,330052368266654;0,379847133304857;0,335664144195436
"WEKA.NB";"accuracy";0,829800257731959;0,802802835051546;0,821542096219931;0,827770618556701;0,820478951890034
"WEKA.NB";"precision";0,611663614163614;0,626878810345175;0,594449317449318;0,72250444000444;0,638874045490637
"WEKA.NB";"recall";0,399652788096724;0,732154422788606;0,718437515028308;0,654941990330985;0,626296679061155
"WEKA.NB";"f1";0,475102458928546;0,671625054304172;0,646706009759169;0,685463029799561;0,619724138197862
"1NN";"accuracy";0,882882302405498;0,530133161512027;0,777910223367698;0,782205756013746;0,743282860824742
"1NN";"precision";0,230289122642064;0,961009497717902;0,322467621221138;0,206242013230493;0,430002063702899
"1NN";"recall";0,627142857142857;0,40576663529056;0,753197586726998;0,846031746031746;0,65803470629804
"1NN";"f1";0,30771610742199;0,568882476526184;0,447205194293902;0,324373638113149;0,412044354088806
"KNN";"accuracy";0,869351374570447;0,451116838487973;0,772712628865979;0,757291666666667;0,712618127147766
"KNN";"precision";0,0365641711229947;0,983456183456183;0,273486674910963;0,100785810613397;0,348573210025884
"KNN";"recall";0,266666666666667;0,370171919674978;0,806666666666667;0,841666666666667;0,571292979918745
"KNN";"f1";0,0619047619047619;0,535579359694469;0,39803752700701;0,175705134445764;0,292806695763001
