"abaixo";"aberto";"abismo";"abre";"abrir";"absolutamente";"abstracta";"abstracto";"absurdo";"acaba";"acaso";"acção";"achar";"acima";"acordo";"adeus";"afinal";"agora";"água";"águas";"ainda";"alegre";"alegria";"alegrias";"além";"alguém";"alguma";"alheia";"alheio";"ali";"alma";"almas";"alta";"alto";"altos";"ama";"amanhã";"amar";"amei";"amigo";"amo";"amor";"anda";"andar";"angústia";"animal";"anos";"ânsia";"ante";"antes";"antiga";"antigo";"antigos";"aonde";"aos";"aparece";"apenas";"apolo";"após";"aquele";"aqui";"arre";"arte";"árvore";"árvores";"aspiração";"assim";"astros";"até";"atrás";"através";"ausência";"automóvel";"ave";"azul";"baixo";"barco";"basta";"bêbado";"beber";"beira";"bela";"beleza";"belo";"bem";"boa";"boca";"bom";"bordo";"braço";"braços";"brancas";"branco";"breve";"breves";"brisa";"busca";"buscar";"cabeça";"cada";"cadeira";"cai";"cair";"cais";"calma";"calmo";"calor";"cama";"caminho";"campo";"campos";"canção";"cansa";"cansaço";"cansado";"canto";"cara";"carnal";"carne";"carro";"casa";"casas";"causa";"cedo";"cego";"centro";"cérebro";"certa";"certeza";"certo";"cessa";"céu";"céus";"chama";"chão";"chega";"chegar";"cheia";"cheio";"chora";"chorando";"chorar";"choro";"chuva";"cidade";"cidades";"ciência";"cigarro";"cima";"clara";"claro";"coisa";"coisas";"com";"comboio";"começa";"começo";"comigo";"como";"completo";"compreender";"compreendo";"compreensão";"conceber";"conhece";"conhecer";"conheço";"connosco";"consciência";"consciente";"consigo";"contente";"contigo";"contra";"contudo";"conversa";"cor";"coração";"cores";"corpo";"corpos";"corre";"correr";"costas";"cousa";"cousas";"creio";"crepúsculo";"crer";"criança";"crianças";"cristo";"cruz";"cuja";"cujo";"cura";"curso";"curva";"dada";"dado";"dalma";"dáme";"dando";"dão";"dar";"das";"definitivamente";"deixa";"deixando";"deixar";"deixei";"deixo";"dentro";"depois";"depressa";"dera";"desde";"desejar";"desejo";"desejos";"deserto";"dessa";"desse";"desta";"deste";"destino";"deu";"deus";"deuses";"devagar";"deve";"dia";"diante";"dias";"diferença";"diferente";"diferentes";"digo";"direita";"disse";"disso";"distância";"distante";"disto";"diverso";"divina";"divino";"diz";"dizem";"dizer";"doente";"dói";"doido";"dóime";"dois";"donde";"dor";"dores";"dorme";"dormir";"dos";"dou";"duas";"dum";"duma";"dura";"dúvida";"eis";"ele";"embora";"emoção";"emoções";"enche";"encontrar";"encontro";"enfim";"enorme";"enquanto";"então";"entra";"entre";"era";"eras";"ergue";"erro";"erva";"ervas";"escrever";"escrevo";"escura";"escuridão";"escuro";"esforço";"espaço";"espécie";"espera";"esperança";"esperanças";"esperando";"esperar";"espírito";"esquece";"esquecer";"esquecimento";"esqueço";"essa";"esse";"essência";"essencial";"esta";"está";"estar";"este";"estou";"estrada";"estradas";"estranha";"estranho";"estrelas";"eterna";"eternamente";"eterno";"existe";"existem";"existência";"existir";"existo";"exterior";"face";"faço";"facto";"fado";"fala";"falar";"falo";"falsa";"falso";"falta";"fama";"fausto";"faz";"fazem";"fazer";"febre";"fechado";"fechar";"fecho";"feita";"feito";"felicidade";"feliz";"felizes";"ferro";"fez";"fica";"ficar";"fico";"ficou";"filho";"filosofia";"fim";"fique";"fiquei";"fiz";"flor";"flores";"fogo";"folhas";"fora";"força";"forma";"formas";"forte";"frente";"fresco";"fria";"frio";"fronte";"fugir";"fui";"fumo";"funda";"fundo";"fúria";"futura";"futuro";"gente";"gesto";"gestos";"glória";"gosto";"gozar";"gozo";"grande";"grandes";"grito";"gritos";"guerra";"háde";"haver";"haverá";"havia";"heide";"história";"hoje";"homem";"homens";"hora";"horas";"horizonte";"horror";"horroroso";"humana";"humanidade";"humano";"humanos";"ideia";"ideias";"iguais";"igual";"ilusão";"imaginação";"imensa";"imenso";"imortal";"importa";"impossível";"incerta";"incerteza";"incerto";"inconsciência";"inconsciente";"inda";"indiferença";"infância";"infinito";"inteira";"inteiro";"inteligência";"interior";"íntima";"intimamente";"íntimo";"inúteis";"inútil";"inutilmente";"inverno";"invisível";"irmãos";"isso";"isto";"janela";"jardim";"jardins";"jaz";"justiça";"lado";"lágrimas";"lei";"leis";"lembra";"lembrança";"lembrar";"lembro";"ler";"leva";"levar";"leve";"liberdade";"lídia";"linha";"lisboa";"livre";"livro";"logo";"longe";"longínquo";"louco";"loucura";"lua";"luar";"lugar";"luz";"luzes";"mãe";"mágoa";"maior";"mais";"mal";"maneira";"maneiras";"manhã";"mão";"mãos";"máquina";"máquinas";"mar";"marcha";"mares";"margem";"maria";"mas";"medo";"meio";"melhor";"memória";"menos";"mente";"mentira";"mesa";"mesma";"mesmo";"mesmos";"mestre";"metafísica";"meu";"meus";"mim";"minha";"mistério";"modo";"modos";"momento";"momentos";"monte";"montes";"morre";"morrer";"morreu";"morta";"mortal";"morte";"morto";"mortos";"movimento";"muda";"mudo";"muita";"muitas";"muitos";"mulher";"mundo";"muro";"música";"nada";"nalma";"não";"nas";"nasce";"nascido";"naturais";"natural";"naturalmente";"natureza";"náusea";"navio";"navios";"neera";"negra";"negro";"nela";"nelas";"nele";"nem";"nenhum";"nenhuma";"nervos";"nessa";"nesse";"nesta";"neste";"névoa";"nexo";"ninguém";"nisto";"noite";"noites";"nome";"nos";"nós";"nova";"novo";"num";"numa";"nunca";"nuvens";"obra";"ode";"odeio";"ódio";"olha";"olhando";"olhar";"olhares";"olho";"olhos";"olimpo";"ondas";"onde";"ontem";"ora";"orgulho";"ouro";"outra";"outras";"outro";"outrora";"outros";"ouvido";"ouvidos";"ouvindo";"ouvir";"paisagem";"palavra";"palavras";"pálida";"papel";"para";"parado";"parar";"parece";"parecem";"paredes";"parte";"partida";"partir";"passa";"passado";"passagem";"passam";"passar";"passo";"passos";"passou";"pátria";"pavor";"paz";"pedra";"pedras";"peito";"pela";"pelo";"pena";"pensa";"pensam";"pensamento";"pensamentos";"pensando";"pensar";"penso";"pequena";"pequeno";"pequenos";"perante";"perdi";"perdida";"perdido";"personalidade";"pertence";"perto";"pés";"pesa";"pessoa";"pessoas";"pobre";"pode";"podem";"poder";"podia";"poema";"poemas";"poente";"poesia";"poeta";"poetas";"pois";"ponto";"por";"pôr";"porém";"porque";"porquê";"porta";"portas";"possa";"possível";"posso";"pouca";"pouco";"pra";"praia";"prazer";"preciso";"presença";"presente";"primavera";"primeiro";"profunda";"profundo";"propósito";"própria";"próprio";"província";"próxima";"pudesse";"quais";"qual";"qualquer";"quando";"quantas";"quanto";"quantos";"quarto";"quase";"quatro";"que";"quê";"queira";"quem";"quente";"quer";"querem";"querer";"queria";"quero";"quintal";"quis";"quisera";"raiva";"ramos";"rapariga";"razão";"reais";"real";"realidade";"realmente";"rei";"reparo";"repente";"resto";"rio";"rios";"rir";"riso";"ritmo";"roda";"rodas";"rosas";"rua";"ruas";"ruído";"ruídos";"sabe";"sabem";"sabemos";"saber";"sabes";"sair";"salvo";"sangue";"são";"saudade";"saudades";"saudarte";"sede";"segredo";"seguir";"segundo";"seguro";"sei";"seja";"sem";"sempre";"senão";"sendo";"sensação";"sensações";"sentado";"sente";"sentem";"sentido";"sentidos";"sentimento";"sentimentos";"sentindo";"sentir";"sequer";"ser";"será";"serem";"seres";"serve";"sido";"silêncio";"sim";"símbolo";"simples";"sinto";"sintome";"sistema";"sob";"sobe";"sobre";"sofrer";"sois";"sóis";"sol";"solene";"solidão";"som";"sombra";"sombras";"somos";"sonhar";"sonho";"sonhos";"sono";"sorrir";"sorriso";"sorte";"sossego";"sou";"sozinho";"suave";"subitamente";"súbito";"superfície";"suprema";"supremo";"suspiro";"taça";"tal";"talvez";"tamanho";"também";"tanta";"tanto";"tão";"tarde";"tédio";"tem";"têm";"temo";"tempo";"tendo";"tenho";"tens";"ter";"termos";"terra";"terras";"terror";"teu";"tido";"toda";"todas";"todo";"todos";"torna";"torno";"trago";"transcende";"transcendente";"trás";"traz";"três";"treva";"triste";"tristes";"tristeza";"tua";"tudo";"última";"último";"uma";"única";"único";"universal";"universo";"uns";"vácuo";"vaga";"vagamente";"vago";"vai";"vale";"valer";"vamos";"vão";"várias";"vasto";"vazia";"vazio";"vêem";"veio";"veja";"vejo";"velha";"velho";"velhos";"vem";"vêm";"vemos";"vendo";"vento";"ventos";"ver";"verão";"verdade";"verdadeira";"verdadeiramente";"verdadeiro";"verde";"verdes";"verso";"versos";"vez";"vezes";"viagem";"vida";"vidas";"vinho";"vir";"visão";"visível";"vista";"visto";"viva";"vivas";"vive";"vivem";"vivemos";"viver";"vivo";"volta";"voltar";"vontade";"vós";"vosso";"vou";"voz";"vozes";"vulto";"walt";"class"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alberto Caeiro"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;2;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alberto Caeiro"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alberto Caeiro"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alberto Caeiro"
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alberto Caeiro"
