"classifier";"measures";"Alberto.Caeiro";"Álvaro.de.Campos";"Fernando.Pessoa";"Ricardo.Reis";"Macro"
"RPART";"accuracy";0,833902491408935;0,700064432989691;0,821509879725086;0,73125;0,771681701030928
"RPART";"precision";0,292362637362637;0,479742881471557;0,470937788018433;0,828806598594642;0,517962476361817
"RPART";"recall";0,34538628038628;0,558203521624574;0,816275526159427;0,496628025375713;0,554123338386499
"RPART";"f1";0,295059849196281;0,501673224896629;0,588455950893031;0,617949645951734;0,500784667734419
"NNET";"accuracy";0,881701030927835;0,787328178694158;0,817461340206186;0,851718213058419;0,834552190721649
"NNET";"precision";0,493641913641914;0,708244506789132;0,663160195112528;0,704018695729222;0,642266327818199
"NNET";"recall";0,522999084249084;0,654173720325286;0,684432359938357;0,726180544945251;0,646946427364494
"NNET";"f1";0,502248304023442;0,678078523722157;0,669868003875936;0,711188671247112;0,640345875717162
"SVM";"accuracy";0,884772336769759;0,814271907216495;0,84641323024055;0,813305412371134;0,839690721649485
"SVM";"precision";0,0985026737967915;0,767361239547819;0,663624893157852;0,87819530632006;0,601921028205631
"SVM";"recall";0,9;0,692819382891978;0,775658578303256;0,598127635084157;0,741651399069848
"SVM";"f1";0,175608794370404;0,724757585278337;0,706228465397892;0,706308498282384;0,578225835832254
"RAD.SVM";"accuracy";0,905573453608247;0,819415807560137;0,821617268041237;0,785244845360825;0,832962843642612
"RAD.SVM";"precision";0,308496944232238;0,685022373942519;0,644002359995118;0,831133885438233;0,617163890902027
"RAD.SVM";"recall";0,817777777777778;0,735630641288536;0,705328439676266;0,563296090270438;0,705508237253255
"RAD.SVM";"f1";0,432623921971748;0,708451411254186;0,665175022539909;0,665205317763466;0,617863918382327
"NBAYES";"accuracy";0,493825171821306;0,724108676975945;0,732366838487972;0,67411941580756;0,656105025773196
"NBAYES";"precision";0,710178155178155;0,222361268038179;0,172411435244357;0,369118371573418;0,368517307508527
"NBAYES";"recall";0,161311278104262;0,727128427128427;0,573681318681319;0,382169021663236;0,461072511394311
"NBAYES";"f1";0,259084540583873;0,339512836328049;0,263047987466765;0,372271655676421;0,308479255013777
"WEKA.NB";"accuracy";0,822637457044674;0,811222079037801;0,81428264604811;0,838155068728522;0,821574312714777
"WEKA.NB";"precision";0,564144678850561;0,627389377206821;0,629627506114575;0,724816180488516;0,636494435665118
"WEKA.NB";"recall";0,372810933401861;0,754761077122729;0,697628357733898;0,678018190722365;0,625804639745213
"WEKA.NB";"f1";0,440666702642509;0,681518467332048;0,659104754894975;0,697299472837319;0,619647349426713
"1NN";"accuracy";0,864143041237113;0,49460910652921;0,757237972508591;0,76742912371134;0,720854810996564
"1NN";"precision";0,110354645354645;0,937080239802014;0,268187798287617;0,19721972412295;0,378210601891807
"1NN";"recall";0,385;0,387383763171552;0,676983294483295;0,682929292929293;0,533074087646035
"1NN";"f1";0,168119658119658;0,54525684742435;0,380063953705258;0,301135786066732;0,348644061329
"KNN";"accuracy";0,870393041237113;0,415882731958763;0,75310352233677;0,750891323024055;0,697567654639175
"KNN";"precision";0,0287827858416094;0,976572891695863;0,191056044017063;0,0801385774872745;0,319137574760453
"KNN";"recall";0,35;0,354653691293722;0,746414141414141;0,783333333333333;0,558600291510299
"KNN";"f1";0,0523290598290598;0,518760521618143;0,297434239958583;0,139423323549035;0,251986786238705
