"abaixo.";"abandon.";"abism.";"abismo.";"abre.";"abrir.";"absolut.";"abstract.";"abstracto.";"absurd.";"acab.";"acas.";"acend.";"achar.";"acim.";"acontec.";"acord.";"adeus.";"afinal.";"agor.";"agora.";"agrad.";"águ.";"água.";"aind.";"ainda.";"alegr.";"alegria.";"além.";"alguém.";"algum.";"alhe.";"alhei.";"ali.";"alma.";"almas.";"alta.";"alto.";"altos.";"ama.";"amanhã.";"amar.";"amarel.";"amei.";"amig.";"amigo.";"amo.";"amor.";"anda.";"andar.";"angúst.";"animal.";"anos.";"ânsi.";"ant.";"ante.";"antes.";"antig.";"antiga.";"aond.";"apag.";"aparec.";"apen.";"apenas.";"apol.";"após.";"aprend.";"aqu.";"aquel.";"aqui.";"aquil.";"arrast.";"arre.";"arte.";"árvor.";"árvores.";"aspir.";"assim.";"astros.";"até.";"atir.";"atrás.";"através.";"atravess.";"ausênc.";"automóvel.";"ave.";"azul.";"baix.";"banal.";"barc.";"bast.";"basta.";"bat.";"beb.";"beij.";"beir.";"bel.";"belez.";"beleza.";"bem.";"boa.";"boc.";"boca.";"bom.";"brac.";"braços.";"branc.";"brev.";"brilh.";"brinc.";"bris.";"brisa.";"busc.";"cabec.";"cabeça.";"cad.";"cadáv.";"cai.";"cair.";"cais.";"cal.";"calm.";"calma.";"calor.";"caminh.";"caminho.";"camp.";"campo.";"campos.";"cans.";"cansac.";"cansado.";"cant.";"car.";"carn.";"carnal.";"carr.";"cas.";"casa.";"caus.";"ced.";"cedo.";"ceg.";"centr.";"cérebr.";"cert.";"certez.";"certo.";"cess.";"céu.";"céus.";"chã.";"cham.";"chão.";"che.";"cheg.";"chega.";"chei.";"chor.";"chorar.";"choro.";"chuv.";"chuva.";"cidad.";"cidade.";"cidades.";"ciênc.";"ciência.";"cim.";"cima.";"clar.";"claro.";"cois.";"coisa.";"coisas.";"colh.";"com.";"comboi.";"comboio.";"comec.";"comig.";"comigo.";"complet.";"compr.";"compreend.";"compreender.";"compreensão.";"conceb.";"conhec.";"conhece.";"consciênc.";"consciência.";"conscient.";"consciente.";"consegu.";"cont.";"content.";"continu.";"contr.";"convers.";"cor.";"coraçã.";"coração.";"coro.";"corp.";"corpo.";"corr.";"cost.";"cous.";"cousa.";"cousas.";"crei.";"crenc.";"crer.";"cresc.";"cri.";"crianc.";"criança.";"crianças.";"crist.";"cristo.";"cruz.";"cuj.";"cumpr.";"cur.";"curv.";"dad.";"dado.";"dalma.";"danc.";"daquel.";"dar.";"das.";"deit.";"deix.";"deixa.";"del.";"dentr.";"dentro.";"depo.";"depressa.";"der.";"desc.";"desd.";"desej.";"desejo.";"desejos.";"dess.";"dest.";"destin.";"destino.";"deus.";"deuses.";"dev.";"dia.";"diant.";"dias.";"diferenc.";"diferent.";"dig.";"dinâm.";"dispers.";"diss.";"dist.";"dit.";"divers.";"divin.";"diz.";"dizer.";"doent.";"doente.";"dói.";"dois.";"don.";"dond.";"dor.";"dorm.";"dormir.";"dos.";"duas.";"dum.";"dur.";"dúv.";"eco.";"eis.";"embor.";"encontr.";"encost.";"enfim.";"enigm.";"enorme.";"enquant.";"entã.";"então.";"entend.";"entr.";"entra.";"eras.";"ergu.";"erro.";"erva.";"ervas.";"escond.";"escrev.";"escrit.";"escur.";"escuridão.";"escuro.";"esforc.";"espac.";"espaço.";"espéc.";"esper.";"esperanc.";"esperança.";"espírit.";"espírito.";"esquec.";"esquece.";"ess.";"essênc.";"essência.";"essencial.";"est.";"esta.";"estã.";"estar.";"estav.";"este.";"estend.";"estiv.";"estou.";"estrad.";"estrada.";"estranh.";"estranho.";"estrel.";"estrelas.";"etern.";"eterna.";"eternamente.";"eterno.";"exact.";"excess.";"exist.";"existe.";"existem.";"existência.";"existent.";"existir.";"existo.";"exterior.";"extern.";"fac.";"fact.";"fad.";"fado.";"fal.";"falh.";"fals.";"falso.";"falt.";"falta.";"far.";"faust.";"fausto.";"faz.";"febr.";"fech.";"feit.";"feliz.";"felizes.";"ferr.";"fez.";"fic.";"fica.";"fico.";"figur.";"filh.";"filho.";"fim.";"fing.";"fiqu.";"fit.";"fix.";"fiz.";"flor.";"flores.";"fog.";"folh.";"for.";"forc.";"força.";"form.";"forma.";"fort.";"foss.";"frent.";"frente.";"fresc.";"fri.";"frio.";"front.";"frut.";"fug.";"fum.";"fund.";"fundo.";"fúr.";"futur.";"futuro.";"gent.";"gente.";"gest.";"gestos.";"glória.";"gost.";"goz.";"gozo.";"grand.";"grande.";"grit.";"guard.";"guerr.";"hád.";"haj.";"hav.";"haver.";"heid.";"hoj.";"hoje.";"hom.";"homem.";"homens.";"hor.";"hora.";"horas.";"horizonte.";"horror.";"houv.";"human.";"humana.";"humanidade.";"humano.";"ide.";"ideia.";"ideias.";"ignor.";"igual.";"ilusã.";"ilusão.";"imagin.";"imaginação.";"imens.";"imortal.";"import.";"importa.";"impossível.";"incert.";"incerta.";"inconsciência.";"inconscient.";"inconsciente.";"ind.";"inda.";"infânc.";"infância.";"infinit.";"infinito.";"inocent.";"inteir.";"inteira.";"inteiro.";"inteligência.";"interior.";"íntim.";"inútil.";"irmã.";"irreal.";"iss.";"ist.";"isto.";"janel.";"janela.";"jardim.";"jardins.";"jaz.";"julg.";"lad.";"lado.";"lágrim.";"lágrimas.";"lanc.";"lar.";"larg.";"lei.";"leis.";"lembr.";"lent.";"ler.";"lev.";"levant.";"liberdade.";"lídia.";"lig.";"limp.";"linh.";"livr.";"long.";"longe.";"longínqu.";"louc.";"loucur.";"lour.";"lua.";"luar.";"lúc.";"lug.";"lugar.";"luz.";"mãe.";"mágo.";"maior.";"mais.";"mal.";"mand.";"maneir.";"maneira.";"manhã.";"mão.";"mãos.";"máquin.";"máquinas.";"mar.";"maravilh.";"mares.";"mas.";"med.";"medo.";"mei.";"melhor.";"memór.";"men.";"mendig.";"menor.";"menos.";"ment.";"mente.";"mer.";"mes.";"mesa.";"mesm.";"mesma.";"met.";"metafís.";"meu.";"meus.";"mim.";"minh.";"misteri.";"mistéri.";"mistério.";"mod.";"modo.";"mol.";"moment.";"momento.";"mont.";"montes.";"mor.";"morr.";"morrer.";"mort.";"mortal.";"morte.";"morto.";"mostr.";"moviment.";"mud.";"mudo.";"muit.";"mulh.";"mund.";"mundo.";"mur.";"músic.";"nad.";"nada.";"nalma.";"não.";"nasc.";"natur.";"natural.";"natureza.";"náus.";"navi.";"neera.";"negr.";"negro.";"nel.";"nela.";"nele.";"nem.";"nenhum.";"nenhuma.";"nervos.";"ness.";"nest.";"ninguém.";"noit.";"noite.";"nom.";"nome.";"nos.";"nós.";"noss.";"noutr.";"nov.";"novo.";"num.";"nunc.";"nunca.";"nuvens.";"obra.";"ocult.";"ode.";"odei.";"ódi.";"olh.";"olha.";"olhand.";"olhar.";"olho.";"olhos.";"ond.";"ondas.";"onde.";"ontem.";"ora.";"orgulh.";"our.";"outr.";"outra.";"outro.";"outror.";"outrora.";"outros.";"ouv.";"ouvir.";"paisag.";"pál.";"palavr.";"palavras.";"papel.";"par.";"parec.";"part.";"parte.";"partir.";"pass.";"passa.";"passado.";"pavor.";"paz.";"ped.";"pedr.";"pedra.";"pedras.";"pel.";"pen.";"pena.";"pens.";"pensa.";"pensament.";"pensamento.";"pensamentos.";"pensando.";"pensar.";"penso.";"pequen.";"perant.";"perceb.";"perd.";"perdido.";"perfeit.";"perfum.";"pert.";"pertenc.";"perto.";"perturb.";"pes.";"pés.";"pesso.";"pobr.";"pod.";"poder.";"poem.";"poet.";"pois.";"pont.";"por.";"pôr.";"porém.";"porqu.";"porque.";"port.";"porta.";"poss.";"possível.";"posso.";"pouc.";"pouco.";"pra.";"praz.";"precis.";"pres.";"presenc.";"present.";"presente.";"primav.";"primavera.";"primeir.";"procur.";"profund.";"profundo.";"propósit.";"própr.";"própri.";"próprio.";"pud.";"qual.";"qualqu.";"qualquer.";"quand.";"quant.";"quart.";"quas.";"que.";"quê.";"quebr.";"quem.";"quer.";"querer.";"quero.";"quintal.";"quis.";"rai.";"ram.";"ráp.";"raparig.";"razã.";"razão.";"rea.";"real.";"realidad.";"realidade.";"realment.";"record.";"rei.";"repar.";"repent.";"repente.";"rest.";"rio.";"rios.";"rir.";"ris.";"ritm.";"rod.";"ros.";"rosas.";"rua.";"ruas.";"ruíd.";"sab.";"sabe.";"saber.";"saib.";"sair.";"salt.";"salv.";"sang.";"sangue.";"sant.";"saúd.";"saudad.";"saudarte.";"segred.";"segredo.";"segu.";"segund.";"sei.";"sej.";"sem.";"sempr.";"sempre.";"senã.";"send.";"senhor.";"sensaçã.";"sensação.";"sensaçõ.";"sensações.";"sent.";"sente.";"sentem.";"sentido.";"sentidos.";"sentiment.";"sentimento.";"sentir.";"sequ.";"ser.";"serã.";"seres.";"serv.";"serve.";"sid.";"silênci.";"silêncio.";"sim.";"símbol.";"simpl.";"sint.";"sinto.";"sintom.";"sistem.";"sob.";"sobr.";"sofr.";"sofrer.";"sois.";"sóis.";"sol.";"solen.";"solidão.";"som.";"sombr.";"sombra.";"son.";"sonh.";"sonhar.";"sonho.";"sonhos.";"sono.";"sorr.";"sorris.";"sort.";"sorte.";"sosseg.";"sossego.";"sou.";"soub.";"sozinh.";"suav.";"sub.";"súbit.";"suprem.";"supremo.";"surg.";"tac.";"tal.";"talvez.";"tamanh.";"também.";"tant.";"tanto.";"tard.";"tarde.";"tédi.";"têm.";"temp.";"tempo.";"tend.";"tenh.";"tens.";"ter.";"terr.";"terra.";"terror.";"tinh.";"tir.";"tiv.";"toc.";"tod.";"toda.";"todas.";"todo.";"todos.";"tom.";"torn.";"torna.";"trabalh.";"trag.";"transcend.";"trás.";"traz.";"trem.";"três.";"trev.";"trist.";"triste.";"tristez.";"tristeza.";"tud.";"tudo.";"últim.";"uma.";"únic.";"univers.";"universal.";"universo.";"uns.";"vácu.";"vag.";"vaga.";"vago.";"vai.";"val.";"vão.";"vár.";"vast.";"vaz.";"vazi.";"vazio.";"vêem.";"vei.";"vej.";"vejo.";"vel.";"velh.";"vem.";"vêm.";"vend.";"vent.";"vento.";"ver.";"verd.";"verdad.";"verdade.";"verdadeir.";"verdadeira.";"verdadeiro.";"verde.";"vers.";"versos.";"vest.";"vez.";"vezes.";"viagem.";"vid.";"vida.";"vil.";"vind.";"vinh.";"vir.";"visã.";"visível.";"vist.";"vista.";"viv.";"viva.";"vive.";"viver.";"vivo.";"volt.";"vontad.";"vontade.";"vós.";"voss.";"vou.";"voz.";"vult.";"walt.";"class"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,127119891097325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,145657496761431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,129286657277973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0463031619295567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,178134087603854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,178134087603854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,174417776151153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0995694769117319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,219184234654183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0835867668598588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,110960389572226;0;0;0;0;0;0;0;0;0;0;0;0;0,0860802400450476;0;0;0;0;0,078726738817026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0669800299619794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,155215252291558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0717703106361435;0;0;0;0;0;0;0;0;0;0,342050099216692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0395048168756117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alberto Caeiro"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0168910275224465;0;0,0160642246128225;0;0;0;0;0;0,0178540714340362;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0262040103612548;0,0533257477947542;0;0;0;0;0;0;0;0,0208948292569593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192558994915359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0219121648676925;0;0;0;0;0,0226138761650439;0;0;0;0;0;0;0;0,0172971943642409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0515536372585532;0,0282873873018996;0;0;0;0;0;0,0582047885852086;0;0;0;0,0198538754853462;0;0;0,0250018304505563;0,0220585878720206;0;0;0;0;0;0;0;0,0228666387790077;0;0;0;0,0194015961950695;0;0;0;0;0;0;0;0,0253772074516307;0;0;0;0;0;0;0;0;0;0,0208948292569593;0;0;0;0;0;0;0;0,0266628738973771;0;0,0174030400905682;0;0;0;0;0;0;0;0;0,0262040103612548;0;0;0;0;0;0,0195508039983342;0;0;0;0;0;0;0;0;0;0;0;0;0,0178455014337618;0;0,0276972434231445;0;0;0;0;0;0;0,0175107267041426;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0156485098520818;0;0;0;0;0;0;0;0;0;0;0;0;0,0363988325687422;0;0;0;0;0;0;0,0276972434231445;0;0;0;0;0;0;0;0;0;0;0;0;0,0243131408703278;0;0;0,0615914976731974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0309794728588228;0;0;0;0;0;0;0,0234053979295823;0;0;0;0;0;0;0;0;0;0;0,0163277462637416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0184471222837543;0;0;0;0,0158114619988587;0;0;0;0;0;0;0,0253772074516307;0;0;0;0;0,015258958504772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018705152294216;0;0;0;0;0,0183220306714817;0;0;0;0;0;0;0;0;0;0;0,024647915599947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0185747932854455;0;0,02715848427257;0;0;0;0;0;0,0276972434231445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0208948292569593;0,0262040103612548;0;0;0;0;0;0,024647915599947;0;0;0;0;0,0266628738973771;0;0;0;0;0,0262040103612548;0;0,02715848427257;0;0;0;0,02715848427257;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0144795301507379;0;0;0;0;0,0165098718702669;0;0,0216948855841304;0;0;0;0;0;0;0;0;0;0,0398203052422503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0108548714324288;0;0;0;0;0;0,00767711598455268;0,0515021459227468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0155686142376297;0;0;0;0;0;0;0;0;0;0;0,0207099849569941;0,0376766298727292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0142187832362353;0;0;0;0;0;0,0136693943419174;0;0;0;0;0,012501670970944;0;0;0;0;0;0;0;0;0;0,0524080207225095;0,0160642246128225;0;0;0;0;0,0107446283265762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0266628738973771;0,0301522466959499;0,0183220306714817;0;0;0;0,0237179589418479;0;0;0;0,0234053979295823;0;0;0;0;0,0526493072444778;0,0205304992243991;0;0,0319089413123593;0;0,0170907811101591;0,0155686142376297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022137346927324;0;0;0,0243439805938123;0,049295831199894;0;0,0174795913275962;0,0282873873018996;0,0197036963147751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0135536559401995;0;0,100401876376233;0;0;0;0,0137873374166904;0;0;0;0,0107083125379574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0208948292569593;0,0113970021181859;0;0;0;0;0;0;0;0;0;0,02715848427257;0;0;0;0;0,0262040103612548;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0321249376138721;0;0,0282873873018996;0;0;0;0;0;0;0,0376397826025142;0;0;0;0;0;0,0207099849569941;0;0;0;0;0,0314588997664067;0;0;0;0;0;0;0;0;0;0,0526592151980358;0;0;0;0,0166975172669593;0;0;0;0;0;0;0;0,0266628738973771;0;0;0;0,0226138761650439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192558994915359;0;0,0355769384127718;0;0;0;0;0;0;0;0;0;0,0300947296043188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0203560701063848;0;0,024647915599947;0;0;0;0;0,0203560701063848;0;0;0;0;0;0;0,0172971943642409;0;0;0;0;0;0;0;0;0;0;0,0262040103612548;0;0,0176203193741303;0;0;0;0,0178455014337618;0;0,0507544149032615;0,0414199699139882;0;0;0;0;0;0;0;0;0;0,0573406573080601;0,0234053979295823;0;0,0139685744784471;0,0234053979295823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alberto Caeiro"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,158509628828616;0;0,0929993006821108;0;0;0;0;0,099115849825537;0;0;0,0609063688047928;0;0;0;0;0;0;0,0377137269193352;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0505686454320244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0350297973857386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0670791419588291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,063269193309732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0609063688047928;0;0;0;0;0,0397540033441411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0446601699177635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,063269193309732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0579695032963722;0;0;0;0,03538341752993;0;0;0;0;0;0,0490784190257004;0;0;0;0;0;0,0831463528285974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,045734919831239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0516571877103455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0646172670719863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0909620698180816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,085456872246124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0355635991898795;0;0,0611465386250952;0,0285577385904898;0;0;0;0;0;0;0,0922242347176669;0,0473081028919571;0;0;0;0;0;0;0;0,090735041517014;0;0;0,0402503373938466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0571154771809796;0;0;0;0;0;0;0;0;0;0,119716361062203;0,0366957287724279;0;0,029353197048582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0964280673746947;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0240535070352222;0;0;0,0971867101409113;0;0;0;0;0;0,0381423678745246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,119786611156762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0286686730339;0;0;0;0,0314946040989105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0579695032963722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0520686567360257;0;0;0,0646172670719863;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0509805172734433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0609063688047928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0588823405943279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0812688887272141;0;0,0217588468503004;0;0;0;0,0522345768187138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052836542942872;0;0;0;0;0;0;0;0;0;0;0;0;0,0450094239347314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0402503373938466;0,042139014628576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0319086064066487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alberto Caeiro"
